,term,frequency
11355,picken,1
11356,schlächter,1
11357,besteige,1
11358,reite,1
11359,riesechen,1
11360,liegengeblieben,1
11361,volladen,1
11362,besänftigt,1
11363,schlafzimmmer,1
11364,abhacken,1
11365,verheilt,1
11366,festsitzen,1
11367,draufsaß,1
11368,gekomm,1
11369,Beratschlagten,1
11370,sc,1
11371,hön,1
11372,herabbringen,1
11373,rappeln,1
11374,ofe,1
11375,hörnch,1
11376,zerfallen,1
11377,einstürzen,1
11378,geschabt,1
11379,glimmerte,1
11380,gerückt,1
11381,Neun,1
11382,hinzubringen,1
11383,kröten,1
11384,herbeigegangen,1
11385,gemachten,1
11386,durchsetzte,1
11387,hiermit,1
11388,Hiermit,1
11389,drinne,1
11390,Biß,1
11391,ie,1
11392,dienstmagd,1
11393,siesen,1
11394,drinen,1
11395,bedient,1
11396,starrte,1
11397,vorbeilaufen,1
11398,schwertern,1
11399,hineintraten,1
11400,ehestand,1
11401,haspelte,1
11402,Schalt,1
11403,abhaspeln,1
11404,einfall,1
11405,auszulesen,1
11406,unnötig,1
11407,herunterstieg,1
11408,nebenwegen,1
11409,unordnung,1
11410,gesponnene,1
11411,hinaufwerfen,1
11412,strängen,1
11413,mußts,1
11414,beizeit,1
11415,sähest,1
11416,versäumen,1
11417,durchschlagt,1
11418,wanderstab,1
11419,kreuzweg,1
11420,gegenden,1
11421,zusammentreffen,1
11422,feldglocke,1
11423,vorgehen,1
11424,ausgelernter,1
11425,gleichfallsen,1
11426,anredete,1
11427,krummsitzen,1
11428,herfegen,1
11429,schneiderkunst,1
11430,fundament,1
11431,vorkommt,1
11432,kreuzwege,1
11433,buchfinkennest,1
11434,brütet,1
11435,mitt,1
11436,nähst,1
11437,brütete,1
11438,k,1
11439,zusammengenäht,1
11440,streifch,1
11441,klee,1
11442,anzuwenden,1
11443,ausweisen,1
11444,entführen,1
11445,zurückbrächte,1
11446,zugleichen,1
11447,fortschnarchte,1
11448,steuerten,1
11449,offene,1
11450,herablassen,1
11451,zertrümmerte,1
11452,erhaschten,1
11453,mee,1
11454,stichen,1
11455,schiffs,1
11456,segelfertig,1
11457,heimfahren,1
11458,ansprüche,1
11459,umsonen,1
11460,weggekolt,1
11461,zusammengeflickt,1
11462,übrigließen,1
11463,rain,1
11464,herabflossen,1
11465,übriglassen,1
11466,trockne,1
11467,silbernem,1
11468,rundherum,1
11469,rauchten,1
11470,kürzeste,1
11471,amen,1
11472,beachteten,1
11473,ungewohnten,1
11474,unangerührt,1
11475,dahinsetzen,1
11476,unbedachtsamkeit,1
11477,hochmütige,1
11478,eingeschläfert,1
11479,schlachtmesser,1
11480,feldrain,1
11481,hersagte,1
11482,totgestoch,1
11483,geschlachteten,1
11484,vergrubs,1
11485,wunderbarern,1
11486,köstlicheres,1
11487,dahingekommen,1
11488,aufgewachsen,1
11489,hinaufmachen,1
11490,abpflücken,1
11491,herunterbrachte,1
11492,leeres,1
11493,schoben,1
11494,abzubrechen,1
11495,ritters,1
11496,herkamen,1
11497,beneideten,1
11498,blüht,1
11499,nachgefolgt,1
11500,umherziehen,1
11501,bereuten,1
11502,melkkuh,1
11503,melkt,1
11504,schwest,1
11505,drittehalb,1
11506,prutzeln,1
11507,watt,1
11508,guden,1
11509,brutschatt,1
11510,ackersmann,1
11511,besenbinder,1
11512,indes,1
11513,zeigst,1
11514,geiz,1
11515,ackern,1
11516,fortgejagt,1
11517,festknüpfen,1
11518,it,1
11519,verriegelte,1
11520,zertanzt,1
11521,ausrufen,1
11522,nächten,1
11523,herausbrächte,1
11524,unternehmen,1
11525,schlafsaal,1
11526,aufgeschlagen,1
11527,hingingen,1
11528,sohlen,1
11529,wagestück,1
11530,scherz,1
11531,vertanzen,1
11532,umhängst,1
11533,tiefst,1
11534,schneegans,1
11535,lümmel,1
11536,zugetan,1
11537,wunderprächtigen,1
11538,knall,1
11539,demant,1
11540,rudern,1
11541,fortbringen,1
11542,hellerleuchtetes,1
11543,durchgetanzt,1
11544,heraufgetrippelt,1
11545,zertanzten,1
11546,vertanzt,1
11547,berichtete,1
11548,eingestehen,1
11549,E,1
11550,selbigen,1
11551,wagten,1
11552,auflegte,1
11553,niederknien,1
11554,hinziehen,1
11555,herzenstraurigkeit,1
11556,heuhaufen,1
11557,dahingestreckt,1
11558,reisenden,1
11559,ungefügen,1
11560,horchst,1
11561,aufmerksam,1
11562,zutragen,1
11563,abschlägt,1
11564,gliedmaßen,1
11565,ausstrecke,1
11566,zugebunden,1
11567,blöde,1
11568,nützen,1
11569,frier,1
11570,kälter,1
11571,fehlte,1
11572,auferlegt,1
11573,netze,1
11574,lösest,1
11575,herbeibringst,1
11576,herausholen,1
11577,darfst,1
11578,übrigblieb,1
11579,fässern,1
11580,gelöst,1
11581,umschlingen,1
11582,einschläfst,1
11583,dahinterstecken,1
11584,vorsicht,1
11585,hereinen,1
11586,anschauen,1
11587,entrückt,1
11588,bejammert,1
11589,langer,1
11590,aufrichtest,1
11591,wegschaffen,1
11592,verbunden,1
11593,umwendet,1
11594,ebensoschnell,1
11595,herbeigeschlichen,1
11596,einwenden,1
11597,lebtage,1
11598,niedermachen,1
11599,zurückbringen,1
11600,gespitzt,1
11601,meereswasser,1
11602,kriegsvölker,1
11603,steckenblieben,1
11604,geharnischten,1
11605,rasseln,1
11606,eingesegnet,1
11607,wirtsleuten,1
11608,wollenen,1
11609,dabeigewesen,1
11610,wegweiser,1
11611,reinen,1
11612,abmalen,1
11613,malte,1
11614,hofdiener,1
11615,bemerkten,1
11616,mißgönntens,1
11617,sterblich,1
11618,erwählte,1
11619,abzuholen,1
11620,sprac,1
11621,trübte,1
11622,verstopfte,1
11623,güld,1
11624,güldene,1
11625,abtun,1
11626,herausbückte,1
11627,grundlos,1
11628,vermeinten,1
11629,schlangengezücht,1
11630,bestricken,1
11631,verblenden,1
11632,verheiratete,1
11633,jüngelchen,1
11634,wohltat,1
11635,gefang,1
11636,salbst,1
11637,dastand,1
11638,bekleiden,1
11639,schlangenhöhle,1
11640,herausgeholt,1
11641,belohnte,1
11642,streift,1
11643,meute,1
11644,hinwegfliegen,1
11645,versorgung,1
11646,fährte,1
11647,pfuhl,1
11648,eimern,1
11649,rostiges,1
11650,kni,1
11651,herabhingen,1
11652,käfigs,1
11653,öffne,1
11654,sagtewenn,1
11655,klemmen,1
11656,Schätze,1
11657,goldbrunnen,1
11658,hineinfällt,1
11659,verunehrt,1
11660,hineinfiel,1
11661,schmerzte,1
11662,unwillkürlich,1
11663,abzuwischen,1
11664,getaucht,1
11665,frühesten,1
11666,entehrt,1
11667,beugte,1
11668,gebahnte,1
11669,ungebahnte,1
11670,erlernen,1
11671,fortjagen,1
11672,gärtnerjungen,1
11673,pflanzen,1
11674,begaßen,1
11675,glitzte,1
11676,schlafzimmer,1
11677,seltensten,1
11678,ziemen,1
11679,aufbehältst,1
11680,grindig,1
11681,grapste,1
11682,übermächtig,1
11683,hickelte,1
11684,Dennoch,1
11685,starkes,1
11686,nüstern,1
11687,bestieg,1
11688,schlachtfeld,1
11689,widersetzte,1
11690,Statt,1
11691,umwegen,1
11692,siege,1
11693,davongetragen,1
11694,wiedergesehen,1
11695,ansagen,1
11696,Vielleicht,1
11697,erkannt,1
11698,rittern,1
11699,ausgerüstet,1
11700,verweilte,1
11701,davonmachen,1
11702,nachsetzen,1
11703,zurückkehrte,1
11704,schwertes,1
11705,helm,1
11706,beweis,1
11707,verholfen,1
11708,wiederzusehen,1
11709,hochzeitstafel,1
11710,stolzer,1
11711,besitze,1
11712,belagert,1
11713,austrommeln,1
11714,geweihte,1
11715,wachskerze,1
11716,halbweiß,1
11717,verfluchter,1
11718,anschliessen,1
11719,jäh,1
11720,werrel,1
11721,soest,1
11722,knoist,1
11723,splitternackte,1
11724,allmächtigen,1
11725,rann,1
11726,allmächtiger,1
11727,hagebuchener,1
11728,buchsbaumener,1
11729,knüppeln,1
11730,Selig,1
11731,entlaufen,1
11732,brakel,1
11733,stannenkapelle,1
11734,unterhalb,1
11735,hinnenburg,1
11736,sankt,1
11737,verhilf,1
11738,suttmertore,1
11739,krächzenden,1
11740,marienkindchen,1
11741,zugerufen,1
11742,papperlapapp,1
11743,Halt,1
11744,abzählens,1
11745,eneke,1
11746,beneke,1
11747,lat,1
11748,liewen,1
11749,ock,1
11750,vügelk,1
11751,Vügelken,1
11752,strau,1
11753,serau,1
11754,rauck,1
11755,dahinsprangen,1
11756,hälmch,1
11757,schlachts,1
11758,abzustechen,1
11759,fischlein,1
11760,hinaufblickte,1
11761,fortführte,1
11762,mitgeschwommen,1
11763,durchstechen,1
11764,traurige,1
11765,hinabrief,1
11766,natürliches,1
11767,lämmchen,1
11768,wiederbekamen,1
11769,kornhandel,1
11770,wilden,1
11771,trugen,1
11772,blitzende,1
11773,aufgeschüttet,1
11774,lieh,1
11775,zurückbekam,1
11776,messen,1
11777,verklagen,1
11778,nachsann,1
11779,verwirren,1
11780,fischern,1
11781,fischergarn,1
11782,herauszogen,1
11783,dresch,1
11784,verdrosch,1
11785,abdecker,1
11786,schinderhaken,1
11787,verbläute,1
11788,heimkriech,1
11789,fräßen,1
11790,fröhlicher,1
11791,schwerfallen,1
11792,allerdings,1
11793,haltens,1
11794,beharrlich,1
11795,nachdenksam,1
11796,spiegelhellen,1
11797,eseleinsgestalt,1
11798,weilen,1
11799,türhüter,1
11800,lautenschläger,1
11801,gespeist,1
11802,stalleselein,1
11803,vornehmes,1
11804,edle,1
11805,liebgewonnen,1
11806,schaust,1
11807,schlafkämmerlein,1
11808,betrüge,1
11809,unwert,1
11810,tierhaut,1
11811,werdets,1
11812,abgestreift,1
11813,beraubte,1
11814,morgenschein,1
11815,entfliehe,1
11816,wegtun,1
11817,undankbar,1
11818,sät,1
11819,sam,1
11820,zusehends,1
11821,aufhör,1
11822,fürstin,1
11823,anfüllte,1
11824,ungethüm,1
11825,geräths,1
11826,hieng,1
11827,überhoben,1
11828,beschenkt,1
11829,reichthum,1
11830,beneidete,1
11831,gescheidter,1
11832,gegengeschenk,1
11833,seltener,1
11834,auslassen,1
11835,beschloßen,1
11836,hinterhalt,1
11837,daruf,1
11838,theilen,1
11839,hinauskamen,1
11840,erscholl,1
11841,hufschlag,1
11842,hinaufwanden,1
11843,ergriffen,1
11844,fahrender,1
11845,singend,1
11846,herschallte,1
11847,wipfel,1
11848,weniges,1
11849,herabsteigen,1
11850,gestirne,1
11851,himmelszeichen,1
11852,heilung,1
11853,Wärst,1
11854,fließt,1
11855,thät,1
11856,hineingelassen,1
11857,geradstehend,1
11858,einschreiten,1
11859,umgekehrt,1
11860,baumwärts,1
11861,schwengelte,1
11862,siehe,1
11863,erfahrung,1
11864,schülers,1
11865,geschahs,1
11866,gebrech,1
11867,sanftmütig,1
11868,leih,1
11869,verjüngen,1
11870,st,1
11871,auffunkte,1
11872,schobs,1
11873,rosenstock,1
11874,abgekühlt,1
11875,zuhand,1
11876,halbblinde,1
11877,bucklichte,1
11878,forschte,1
11879,ernstlich,1
11880,gebrennet,1
11881,Nie,1
11882,mägdlein,1
11883,Machte,1
11884,mordgeschrei,1
11885,anstimmte,1
11886,hüpfst,1
11887,weidlich,1
11888,zublasen,1
11889,haderlump,1
11890,schmiedin,1
11891,maulend,1
11892,zusammengeschnurrt,1
11893,gerunzelt,1
11894,gefaltet,1
11895,ungeschaffen,1
11896,Darob,1
11897,entsetzten,1
11898,gebaren,1
11899,stammen,1
11900,geschlecht,1
11901,auserwählet,1
11902,losknüpfen,1
11903,stümpfen,1
11904,fruchtbaren,1
11905,benagten,1
11906,edlen,1
11907,reben,1
11908,beschädigten,1
11909,pflanz,1
11910,verderbten,1
11911,güte,1
11912,hetzte,1
11913,gleichwie,1
11914,zahlen,1
11915,abgefallen,1
11916,konstantinopel,1
11917,toben,1
11918,fluchen,1
11919,monate,1
11920,eich,1
11921,teufelsaugen,1
11922,abgebissene,1
11923,einherschreiten,1
11924,federleicht,1
11925,vierblättriges,1
11926,kleeblatt,1
11927,blendwerk,1
11928,zornes,1
11929,angeschwollenen,1
11930,durchwaten,1
11931,aufgehobenen,1
11932,blaublühenden,1
11933,flachsfeld,1
11934,bettelfrau,1
11935,altmutter,1
11936,stehn,1
11937,lumpen,1
11938,herausweinen,1
11939,eröffnen,1
11940,faulste,1
11941,einschlafe,1
11942,fersen,1
11943,zurückzöge,1
11944,aufhenken,1
11945,erhübe,1
11946,weitesten,1
11947,anstrengen,1
11948,eigenen,1
11949,hauptarbeit,1
11950,empfinde,1
11951,Früh,1
11952,aufstehn,1
11953,ruheplatz,1
11954,Ruft,1
11955,haferkasten,1
11956,gestriegelt,1
11957,tröpfeln,1
11958,weshalb,1
11959,fortregnen,1
11960,ausriß,1
11961,wegschwemmte,1
11962,Schaden,1
11963,dämmere,1
11964,könnten,1
11965,uptarbeit,1
11966,pferdestall,1
11967,hinaufwerfe,1
11968,hinausfahre,1
11969,totzuarbeiten,1
11970,erschrecke,1
11971,Wozu,1
11972,immerhin,1
11973,ersteigen,1
11974,versäume,1
11975,schleicht,1
11976,fortkommen,1
11977,stämmig,1
11978,fortschieben,1
11979,pritsch,1
11980,wegtragen,1
11981,munterer,1
11982,hinwegzuschreiten,1
11983,ausgetrocknet,1
11984,umzudrehen,1
11985,gebrochenes,1
11986,geschwollen,1
11987,fahrweg,1
11988,geschmeiß,1
11989,wegzujagen,1
11990,aufgesagt,1
11991,bücher,1
11992,wegzutragen,1
11993,motten,1
11994,zerfressen,1
11995,rutschten,1
11996,losgerissen,1
11997,rückenseil,1
11998,kummet,1
11999,vorbeigekommen,1
12000,hirtenbübchen,1
12001,antworten,1
12002,weltmeer,1
12003,verstopfen,1
12004,tröpflein,1
12005,hintenbübch,1
12006,hinterpommern,1
12007,demantberg,1
12008,schnäbelein,1
12009,abgewetzt,1
12010,segne,1
12011,leibch,1
12012,weggeben,1
12013,blanke,1
12014,weggegeben,1
12015,allerfeinst,1
12016,gekleidetes,1
12017,nebenan,1
12018,ebendiese,1
12019,kammertüre,1
12020,wühlen,1
12021,dielen,1
12022,zwieback,1
12023,mittage,1
12024,nachher,1
12025,lad,1
12026,anschneiden,1
12027,nachlässig,1
12028,herausriß,1
12029,schlickerte,1
12030,weggeworfenen,1
12031,polterabend,1
12032,mäken,1
12033,minen,1
12034,slickerlingen,1
12035,weggeworfen,1
12036,schwalbennest,1
12037,flügg,1
12038,verwarnet,1
12039,fürgesagen,1
12040,Aufn,1
12041,weizenacker,1
12042,allda,1
12043,kamet,1
12044,folget,1
12045,auszustehen,1
12046,ältern,1
12047,ernähret,1
12048,würmlein,1
12049,schnabelweid,1
12050,umhergehen,1
12051,blättlein,1
12052,kaufmanns,1
12053,kaufleut,1
12054,geschwinde,1
12055,weltkinder,1
12056,weltgeschmeidigkeit,1
12057,brauchs,1
12058,trau,1
12059,kauzen,1
12060,blaufüß,1
12061,roßstall,1
12062,drischet,1
12063,fried,1
12064,stalljungen,1
12065,hebritzen,1
12066,masch,1
12067,behenken,1
12068,roßbuben,1
12069,hofbuben,1
12070,auszureißen,1
12071,fahrwegen,1
12072,kübel,1
12073,eingeworfen,1
12074,bisweilen,1
12075,gräuplein,1
12076,merk,1
12077,schanz,1
12078,bücket,1
12079,handstein,1
12080,bergleuten,1
12081,ausfahren,1
12082,gemeinlich,1
12083,handsteine,1
12084,bergleut,1
12085,werkleut,1
12086,anschlägige,1
12087,bergbursch,1
12088,Fahr,1
12089,bergbuben,1
12090,umbracht,1
12091,gackennestle,1
12092,alberst,1
12093,schwächest,1
12094,lauern,1
12095,deinesgleich,1
12096,spinnlein,1
12097,bieibst,1
12098,ohn,1
12099,andrer,1
12100,aar,1
12101,treulich,1
12102,dorfvöglein,1
12103,erhalter,1
12104,schneekünglein,1
12105,wegriß,1
12106,sprüch,1
12107,behütet,1
12108,traun,1
12109,fleuchst,1
12110,kirchen,1
12111,hilfest,1
12112,sumsenden,1
12113,aufräumen,1
12114,zirpst,1
12115,tückischer,1
12116,sach,1
12117,leidet,1
12118,glimpf,1
12119,gore,1
12120,helfer,1
12121,schlauraffenzeit,1
12122,seidenfaden,1
12123,lateran,1
12124,fußloser,1
12125,schnelles,1
12126,bitterscharfes,1
12127,durchhieb,1
12128,fladen,1
12129,schmalzes,1
12130,salzes,1
12131,zackern,1
12132,rinder,1
12133,jähriges,1
12134,mühlensteine,1
12135,regensburg,1
12136,straßburg,1
12137,hinaufscholl,1
12138,süßer,1
12139,mähten,1
12140,zerrupften,1
12141,wurfen,1
12142,getreid,1
12143,bischof,1
12144,zung,1
12145,auskratzten,1
12146,erschlug,1
12147,bartscherer,1
12148,säugende,1
12149,stillschweigen,1
12150,windhunde,1
12151,schindmähre,1
12152,heizten,1
12153,auserzählt,1
12154,bäuche,1
12155,pflugschar,1
12156,pfingsten,1
12157,krücken,1
12158,stelzen,1
12159,traben,1
12160,stumme,1
12161,Etliche,1
12162,segelten,1
12163,Mache,1
12164,lüg,1
12165,hinausfliegen,1
12166,gespielen,1
12167,vormittag,1
12168,abbrichst,1
12169,Antwort,1
12170,sommervögel,1
12171,sammelten,1
12172,kohlblatt,1
12173,graste,1
12174,unfall,1
12175,ihrentwegen,1
12176,übernachtet,1
12177,abgrunde,1
12178,hineingefallen,1
12179,bewache,1
12180,hineinzuschauen,1
12181,feuerhaken,1
12182,gescheuert,1
12183,flocken,1
12184,beisammensaßen,1
12185,eingelassen,1
12186,blökte,1
12187,flatterte,1
12188,pelzwerk,1
12189,mutwillen,1
12190,unbeholfen,1
12191,zausten,1
12192,walgerten,1
12193,haselrute,1
12194,geschützt,1
12195,kurzweil,1
12196,zugeriegelt,1
12197,hartgefroren,1
12198,aufgetaut,1
12199,aufriegelte,1
12200,hinausdrängte,1
12201,türhaken,1
12202,durchschimmern,1
12203,stamme,1
12204,verwelkten,1
12205,ellenlangen,1
12206,eingeklemmt,1
12207,glotzte,1
12208,Könnt,1
12209,herbeigehen,1
12210,dumme,1
12211,klötzen,1
12212,hinunterschlingen,1
12213,grobesen,1
12214,gierig,1
12215,hineingetrieben,1
12216,milchgesichter,1
12217,Pfui,1
12218,wahnsinnig,1
12219,schafsköpfe,1
12220,griff,1
12221,ungehobelt,1
12222,Lohns,1
12223,guckuck,1
12224,angeln,1
12225,heuschrecke,1
12226,zuhüpfte,1
12227,hineinspringen,1
12228,hineinziehen,1
12229,dagesessen,1
12230,geangelt,1
12231,angelschnur,1
12232,verflechten,1
12233,anbiß,1
12234,halmen,1
12235,fisches,1
12236,beständiger,1
12237,versuchten,1
12238,verlorenging,1
12239,manier,1
12240,lorche,1
12241,schänden,1
12242,abgestutzt,1
12243,schilfe,1
12244,schnüre,1
12245,bänd,1
12246,einzukaufen,1
12247,felsenstücke,1
12248,zerstreut,1
12249,kreiste,1
12250,niederstieß,1
12251,durchdringenden,1
12252,fahrenließ,1
12253,kreischenden,1
12254,konntet,1
12255,säuberlicher,1
12256,Gerissen,1
12257,röckchen,1
12258,unbeholfenes,1
12259,läppisch,1
12260,undank,1
12261,verrichteten,1
12262,überraschten,1
12263,plätzchen,1
12264,abendsonne,1
12265,stehenblieben,1
12266,maulaffen,1
12267,zinnoberrot,1
12268,herbeitrabte,1
12269,Erschrocken,1
12270,verschont,1
12271,Schenkt,1
12272,schmächtigen,1
12273,wachteln,1
12274,freßt,1
12275,boshaften,1
12276,fortgesprungen,1
12277,befürchtete,1
12278,ablief,1
12279,einfällt,1
12280,hauptsache,1
12281,artiges,1
12282,schneiderbürschchen,1
12283,schauerlich,1
12284,moose,1
12285,wehete,1
12286,zagen,1
12287,herausfallenden,1
12288,zusammengesetztes,1
12289,schnarrend,1
12290,mürrischem,1
12291,tone,1
12292,landstreichern,1
12293,anderwärts,1
12294,schlüpfen,1
12295,rockzipfel,1
12296,anwies,1
12297,einwiegens,1
12298,aufschrecken,1
12299,heftigsten,1
12300,getrampel,1
12301,erdröhnte,1
12302,zueilte,1
12303,geweihe,1
12304,aufgabelte,1
12305,laufes,1
12306,geweihes,1
12307,überlaßen,1
12308,befindlich,1
12309,Feuerflammen,1
12310,entzog,1
12311,angetrieben,1
12312,geräumigen,1
12313,geschliffenen,1
12314,quadratsteinen,1
12315,bewunderung,1
12316,begriff,1
12317,nachzugeben,1
12318,feststand,1
12319,umfang,1
12320,vertiefung,1
12321,durchsichtigem,1
12322,farbig,1
12323,spiritus,1
12324,bläulich,1
12325,rauche,1
12326,neugierd,1
12327,reizten,1
12328,wirtschaftsgebäuden,1
12329,artigen,1
12330,überaus,1
12331,genauigkeit,1
12332,ausgeschnitzt,1
12333,seltenheiten,1
12334,abgewendet,1
12335,umzukehren,1
12336,gegenüberstehenden,1
12337,blond,1
12338,eingehüllt,1
12339,gesichtsfarbe,1
12340,klopfendem,1
12341,freudigem,1
12342,schreck,1
12343,gerechter,1
12344,wegschiebst,1
12345,glasdeckel,1
12346,saals,1
12347,verhüllte,1
12348,herangehen,1
12349,ersehnter,1
12350,befreier,1
12351,gütige,1
12352,endigen,1
12353,geliebt,1
12354,überhäuft,1
12355,ungestörter,1
12356,freud,1
12357,Sitz,1
12358,schicksals,1
12359,auferzogen,1
12360,übereinstimmend,1
12361,denkungsart,1
12362,häufig,1
12363,übten,1
12364,gastfreundschaft,1
12365,maße,1
12366,fremder,1
12367,erreich,1
12368,gewährten,1
12369,zuvorkommender,1
12370,höflichkeit,1
12371,unterhielt,1
12372,abendessens,1
12373,gespräche,1
12374,eingemischt,1
12375,erzählungen,1
12376,anmutigste,1
12377,weckten,1
12378,schlafendes,1
12379,lastete,1
12380,alp,1
12381,benommen,1
12382,unvermögend,1
12383,nachtlampe,1
12384,zauberkräfte,1
12385,ständen,1
12386,ertönen,1
12387,aufzuwecken,1
12388,anzubien,1
12389,widerwille,1
12390,zauberkünste,1
12391,würdigte,1
12392,wahrscheinlich,1
12393,benachrichtigen,1
12394,anbrechend,1
12395,ahnete,1
12396,kleidete,1
12397,leibzelter,1
12398,satteln,1
12399,aufzuhalten,1
12400,leine,1
12401,Anstatt,1
12402,aufzulachen,1
12403,prallte,1
12404,bewußtsein,1
12405,raubten,1
12406,gruft,1
12407,schwarzkünstler,1
12408,zubehör,1
12409,verkleinert,1
12410,bannen,1
12411,Wolle,1
12412,gefängnisse,1
12413,befiel,1
12414,bildern,1
12415,tröstlichen,1
12416,beschwert,1
12417,obern,1
12418,gehöfen,1
12419,ausdehnten,1
12420,schnelligkeit,1
12421,natürlicher,1
12422,heranwuchsen,1
12423,herauftragen,1
12424,vermehrt,1
12425,altare,1
12426,zieg,1
12427,aufhaben,1
12428,frohen,1
12429,nachsinnen,1
12430,müden,1
12431,arbeitsame,1
12432,tugendreich,1
12433,heinzens,1
12434,Heinz,1
12435,gefühl,1
12436,mind,1
12437,jugendzeit,1
12438,verkümmern,1
12439,meckern,1
12440,sonnig,1
12441,verständige,1
12442,außerdem,1
12443,ziegenmilch,1
12444,aufbewahren,1
12445,unermüdlich,1
12446,brett,1
12447,befestigen,1
12448,haselstock,1
12449,aufzustehen,1
12450,ungebeten,1
12451,ausruhte,1
12452,naschest,1
12453,ausgegessen,1
12454,zusetzen,1
12455,dünken,1
12456,nachjagte,1
12457,ungezählten,1
12458,honigkrug,1
12459,restchen,1
12460,gehabten,1
12461,regiert,1
12462,speicher,1
12463,handkorb,1
12464,königshof,1
12465,Ulrich,1
12466,weitergegangen,1
12467,gesundmachen,1
12468,Daraufhin,1
12469,Samuel,1
12470,beharrte,1
12471,schrecklich,1
12472,peitsch,1
12473,zupft,1
12474,zurückkommen,1
12475,grantig,1
12476,luftsprung,1
12477,dümmer,1
12478,schlössern,1
12479,wüchsen,1
12480,daherreden,1
12481,torhüter,1
12482,abdeckte,1
12483,goldgelbe,1
12484,banger,1
12485,erwartung,1
12486,wirkung,1
12487,beschreiben,1
12488,waschtrog,1
12489,waschtröge,1
12490,schaffte,1
12491,widerhallte,1
12492,heißesten,1
12493,residenz,1
12494,fortliefe,1
12495,davonliefe,1
12496,Kurze,1
12497,hasenpfeff,1
12498,pfeifchen,1
12499,hasenhirte,1
12500,davonlief,1
12501,marschierte,1
12502,rüstig,1
12503,Hm,1
12504,gesundmach,1
12505,fähre,1
12506,hinginge,1
12507,herauflangen,1
12508,schmeckts,1
12509,schreckte,1
12510,gesundzumachen,1
12511,zurückbekommt,1
12512,darübertragen,1
12513,reinstellen,1
12514,schlüssels,1
12515,vergesse,1
12516,zurücktragen,1
12517,ersparen,1
12518,krötennest,1
12519,abseits,1
12520,tale,1
12521,tannenreiser,1
12522,frühlingszeit,1
12523,jahraus,1
12524,jahrein,1
12525,freizulassen,1
12526,weiterzugehen,1
12527,stauden,1
12528,dörnern,1
12529,dunkelen,1
12530,mordgewehre,1
12531,blinkten,1
12532,obenan,1
12533,hielte,1
12534,lehrte,1
12535,ritterbuch,1
12536,tannenast,1
12537,zersprengen,1
12538,heimkehrten,1
12539,kugelte,1
12540,kräftige,1
12541,eingangstüre,1
12542,mehlsack,1
12543,verließen,1
12544,fußboden,1
12545,ackerte,1
12546,hineinschob,1
12547,zentnerschweren,1
12548,spazierstab,1
12549,knistern,1
12550,knastern,1
12551,gewund,1
12552,weidenrut,1
12553,reiswellen,1
12554,erdbod,1
12555,ungeziefer,1
12556,schnuppern,1
12557,schnuffeln,1
12558,hausbauen,1
12559,aufgeschreckt,1
12560,verlassenes,1
12561,verwildert,1
12562,herumging,1
12563,zusammengeschrumpeltes,1
12564,duckmäuser,1
12565,hinaufsprang,1
12566,fäusten,1
12567,losschlug,1
12568,heimkamen,1
12569,kratzbürste,1
12570,steinklipperer,1
12571,abschaumte,1
12572,anteil,1
12573,hinaufspringen,1
12574,unrechten,1
12575,anzustrengen,1
12576,schloßtrepp,1
12577,aufgerichtet,1
12578,felsenhöhl,1
12579,gemerkt,1
12580,wunderten,1
12581,wohlauf,1
12582,verschwiegen,1
12583,felsenhöhle,1
12584,bildschöne,1
12585,grinste,1
12586,zwerges,1
12587,verzückt,1
12588,drangsal,1
12589,herausarbeiten,1
12590,hinauftragen,1
12591,fortgeeilt,1
12592,mitgeführt,1
12593,meeresstrand,1
12594,treulosen,1
12595,zentnerschwere,1
12596,ängsten,1
12597,gefreut,1
12598,reichern,1
12599,scheints,1
12600,parteiisch,1
12601,hagere,1
12602,äschern,1
12603,säcken,1
12604,hörst,1
12605,gedache,1
12606,zusammenbringst,1
12607,ausführst,1
12608,erquickung,1
12609,erwerbe,1
12610,maultasch,1
12611,fauler,1
12612,woln,1
12613,lte,1
12614,hagern,1
12615,mittagsbrot,1
12616,waldsperlinge,1
12617,finken,1
12618,zeisige,1
12619,schnarrten,1
12620,rauhe,1
12621,pochte,1
12622,öffnet,1
12623,stützen,1
12624,buntgescheckt,1
12625,küch,1
12626,stillte,1
12627,schüttle,1
12628,weißem,1
12629,beleuchtete,1
12630,mittagessen,1
12631,verfehlen,1
12632,waldvögel,1
12633,hereingerufen,1
12634,erkundigte,1
12635,kopfschütteln,1
12636,schick,1
12637,hummeln,1
12638,herumschwärmen,1
12639,ausstreuen,1
12640,waldtauben,1
12641,kropf,1
12642,hinstrich,1
12643,wohlriechendes,1
12644,laßts,1
12645,gefüttert,1
12646,wohlbedacht,1
12647,federkissen,1
12648,knittern,1
12649,knattern,1
12650,dröhnten,1
12651,herabstürzte,1
12652,zusammenfiele,1
12653,einals,1
12654,wänd,1
12655,grünseidenem,1
12656,gestickte,1
12657,pantoffelndas,1
12658,reichgekleidete,1
12659,hühnchens,1
12660,hähnchens,1
12661,bezeigte,1
12662,hinausfahren,1
12663,zei,1
12664,be,1
12665,zänkischer,1
12666,raufte,1
12667,vorfordern,1
12668,freigelassen,1
12669,geloben,1
12670,eheleut,1
12671,zänkisch,1
12672,wetterte,1
12673,versprech,1
12674,böslich,1
12675,nachgeeilt,1
