,term,frequency
1652,wärst,11
1653,zapfen,11
1654,wohlen,11
1655,gewahr,11
1656,blatt,11
1657,wurst,11
1658,füchsin,11
1659,gewachsen,11
1660,probe,11
1661,verraten,11
1662,dienern,11
1663,verließ,11
1664,lenchen,11
1665,fundevogel,11
1666,zwerge,11
1667,weitergehen,11
1668,vorigen,11
1669,aufgestanden,11
1670,schäfer,11
1671,ausziehen,11
1672,stürzte,11
1673,nah,11
1674,läufer,11
1675,eisen,11
1676,schweine,11
1677,ga,11
1678,kürdch,11
1679,flöte,11
1680,hietzt,11
1681,mon,11
1682,trine,11
1683,schimmel,11
1684,zicklein,11
1685,walpe,11
1686,zeiten,10
1687,spielte,10
1688,mach,10
1689,stuhl,10
1690,trag,10
1691,altar,10
1692,töpfchen,10
1693,besorgen,10
1694,abschlagen,10
1695,reise,10
1696,besah,10
1697,bedeckt,10
1698,überfluß,10
1699,wiederum,10
1700,tut,10
1701,weckte,10
1702,zehn,10
1703,ergriff,10
1704,nächte,10
1705,friert,10
1706,kamerad,10
1707,off,10
1708,ha,10
1709,tote,10
1710,verstecken,10
1711,siebente,10
1712,bauch,10
1713,prächtigen,10
1714,gäbe,10
1715,allerlei,10
1716,leb,10
1717,herabfallen,10
1718,vieh,10
1719,tore,10
1720,erwarten,10
1721,zweihundert,10
1722,schlechten,10
1723,gebührt,10
1724,strafe,10
1725,geige,10
1726,spitze,10
1727,stamm,10
1728,zerreeißen,10
1729,biß,10
1730,halte,10
1731,erstaunte,10
1732,holte,10
1733,vollends,10
1734,quelle,10
1735,weich,10
1736,wurzeln,10
1737,währen,10
1738,gesehen,10
1739,hoffnung,10
1740,mauer,10
1741,wickelte,10
1742,stieftochter,10
1743,schenk,10
1744,ärgern,10
1745,gings,10
1746,spinnrad,10
1747,beeißen,10
1748,frühe,10
1749,kätzchen,10
1750,riegel,10
1751,käfig,10
1752,gestorben,10
1753,schluck,10
1754,vermählt,10
1755,weisheit,10
1756,nebeneinander,10
1757,sand,10
1758,gebrauchen,10
1759,aufgeben,10
1760,fand,10
1761,kohl,10
1762,na,10
1763,bedenken,10
1764,grau,10
1765,grafen,10
1766,wolke,10
1767,Hast,10
1768,früchte,10
1769,spiel,10
1770,neuen,10
1771,elle,10
1772,busch,10
1773,betete,10
1774,guen,10
1775,säßen,10
1776,herberge,10
1777,bestimmt,10
1778,weise,10
1779,holle,10
1780,wundern,10
1781,entsetzlich,10
1782,balken,10
1783,hirt,10
1784,schrieb,10
1785,teufels,10
1786,verwandelte,10
1787,getan,10
1788,Zuletzt,10
1789,reichlich,10
1790,sagt,10
1791,müllerstochter,10
1792,gewinnen,10
1793,wahrzeich,10
1794,verzehren,10
1795,befreit,10
1796,täte,10
1797,warteten,10
1798,sessel,10
1799,hungern,10
1800,schreiner,10
1801,tischchen,10
1802,augenblicklich,10
1803,verwandten,10
1804,handel,10
1805,ausruhen,10
1806,butter,10
1807,anzusehen,10
1808,bestellen,10
1809,schieß,10
1810,zauber,10
1811,knechte,10
1812,stolz,10
1813,drosselbart,10
1814,lieber,10
1815,hütete,10
1816,obgleich,10
1817,gewußt,10
1818,möchen,10
1819,bienen,10
1820,löffel,10
1821,itsch,10
1822,bursch,10
1823,etlich,10
1824,zug,10
1825,seele,10
1826,frage,10
1827,eisenofen,10
1828,erdmännchen,10
1829,unsichtbar,10
1830,geigen,10
1831,gläsernen,10
1832,baur,10
1833,aufm,10
1834,gockelhahn,10
1835,meck,10
1836,eisenhans,10
1837,sammn,10
1838,ick,10
1839,lämmch,10
1840,semsi,10
1841,linde,9
1842,fingern,9
1843,einwilligte,9
1844,mäuschen,9
1845,braun,9
1846,ausgehen,9
1847,überkam,9
1848,wette,9
1849,glanz,9
1850,herrlichkeit,9
1851,verboten,9
1852,sünde,9
1853,pickte,9
1854,bitterlich,9
1855,nickte,9
1856,leiben,9
1857,pfahl,9
1858,voraus,9
1859,ernähren,9
1860,droben,9
1861,beständig,9
1862,lehren,9
1863,gelangten,9
1864,nägel,9
1865,verwundern,9
1866,lied,9
1867,finstern,9
1868,wachte,9
1869,geißlein,9
1870,getrost,9
1871,bäcker,9
1872,schlafe,9
1873,kammern,9
1874,mittel,9
1875,allerhand,9
1876,geschirr,9
1877,knochen,9
1878,wohlan,9
1879,blutstropfen,9
1880,zugetragen,9
1881,heimweg,9
1882,frösche,9
1883,kameraden,9
1884,lud,9
1885,metzger,9
1886,schmeckte,9
1887,kamen,9
1888,klang,9
1889,indessen,9
1890,höchst,9
1891,sommer,9
1892,töchterchen,9
1893,bestimmen,9
1894,finde,9
1895,küßten,9
1896,Hernach,9
1897,wißt,9
1898,sprichst,9
1899,flamme,9
1900,vornehm,9
1901,rauschen,9
1902,schwesterlein,9
1903,laub,9
1904,gebet,9
1905,urteil,9
1906,entschluß,9
1907,eintrat,9
1908,starken,9
1909,schwimmen,9
1910,besseres,9
1911,hungers,9
1912,einschlafen,9
1913,dürren,9
1914,erwachten,9
1915,aufgehen,9
1916,kopfe,9
1917,märchen,9
1918,achten,9
1919,nachricht,9
1920,anblick,9
1921,bescheid,9
1922,degen,9
1923,angekommen,9
1924,eng,9
1925,palast,9
1926,guck,9
1927,meilen,9
1928,pantoffel,9
1929,rollten,9
1930,mus,9
1931,leber,9
1932,weniger,9
1933,äste,9
1934,pfiff,9
1935,rauben,9
1936,waldes,9
1937,zugleich,9
1938,bleibe,9
1939,täubch,9
1940,di,9
1941,unmöglich,9
1942,tags,9
1943,zubringen,9
1944,bereiten,9
1945,bekanntmachen,9
1946,anlangte,9
1947,haushalt,9
1948,spule,9
1949,zahn,9
1950,mitgenommen,9
1951,erlöst,9
1952,wolltsen,9
1953,gegend,9
1954,herzenslust,9
1955,beginnen,9
1956,ursache,9
1957,neugierig,9
1958,flöhchen,9
1959,gärtner,9
1960,bindet,9
1961,drechsler,9
1962,ausgelernt,9
1963,wollt,9
1964,genau,9
1965,reinlich,9
1966,entfliehen,9
1967,angetan,9
1968,drückt,9
1969,schritten,9
1970,hexenmeister,9
1971,bettler,9
1972,voneinander,9
1973,legts,9
1974,kiwitt,9
1975,hättet,9
1976,gerad,9
1977,kämmen,9
1978,hütlein,9
1979,leg,9
1980,kuß,9
1981,kampf,9
1982,schau,9
1983,kälbchen,9
1984,begehren,9
1985,kutsche,9
1986,allerleirauh,9
1987,mäuse,9
1988,hütchen,9
1989,hellern,9
1990,fang,9
1991,fischen,9
1992,strahl,9
1993,gsagen,9
1994,wassers,9
1995,prinze,9
1996,cham,9
1997,tannendreher,9
1998,et,9
1999,verwunderte,8
2000,trösten,8
2001,hüpfte,8
2002,gebracht,8
2003,unserm,8
2004,schweigen,8
2005,umgeben,8
2006,begleiten,8
2007,dahinter,8
2008,erstaunen,8
2009,himmlisch,8
2010,sammelte,8
2011,eis,8
2012,räte,8
2013,gerichtet,8
2014,kirchhof,8
2015,dingen,8
2016,böse,8
2017,unschuldig,8
2018,einerlei,8
2019,gespräch,8
2020,lappen,8
2021,Ach,8
2022,ausgezogen,8
2023,rund,8
2024,Gleich,8
2025,Ja,8
2026,eur,8
2027,pfote,8
2028,bänke,8
2029,schere,8
2030,herzten,8
2031,staßen,8
2032,dache,8
2033,verderben,8
2034,vögeln,8
2035,ware,8
2036,neugierde,8
2037,zerspringen,8
2038,neigen,8
2039,wärs,8
2040,entdeckte,8
2041,gaul,8
2042,unrecht,8
2043,Darüber,8
2044,versteckte,8
2045,markt,8
2046,weiten,8
2047,taschen,8
2048,gesell,8
2049,tröstete,8
2050,hielt,8
2051,mädchens,8
2052,flaßen,8
2053,herangewachsen,8
2054,stirne,8
2055,Antwortete,8
2056,kost,8
2057,befreien,8
2058,stumm,8
2059,gelebt,8
2060,treibt,8
2061,kutscher,8
2062,schmutzig,8
2063,kehrten,8
2064,anfangs,8
2065,trink,8
2066,jägern,8
2067,einholen,8
2068,behend,8
2069,aussehen,8
2070,rapunzeln,8
2071,kriege,8
2072,sogleich,8
2073,bekäme,8
2074,gelass,8
2075,aha,8
2076,höhnisch,8
2077,körbch,8
2078,erdbeeren,8
2079,geteilt,8
2080,kehrt,8
2081,deren,8
2082,mitleiden,8
2083,herbeischaffen,8
2084,wußte,8
2085,willkomm,8
2086,blank,8
2087,anmachen,8
2088,streuen,8
2089,verschmachten,8
2090,schiehen,8
2091,schlachten,8
2092,schiffchen,8
2093,drüben,8
2094,blaue,8
2095,näherte,8
2096,erwecken,8
2097,widerstehen,8
2098,putzen,8
2099,vergelten,8
2100,barmherzigkeit,8
2101,ästen,8
2102,zündete,8
2103,natur,8
2104,rutschte,8
2105,te,8
2106,bediente,8
2107,thron,8
2108,bang,8
2109,kleiden,8
2110,Indessen,8
2111,geruch,8
2112,gürtel,8
2113,solls,8
2114,ritten,8
2115,rennen,8
2116,heer,8
2117,mitbringen,8
2118,bäumchen,8
2119,kleide,8
2120,geblieben,8
2121,künste,8
2122,gift,8
2123,redlich,8
2124,dess,8
2125,faule,8
2126,blutig,8
2127,herzu,8
2128,faßen,8
2129,frauen,8
2130,fährmann,8
2131,einbrach,8
2132,träumen,8
2133,he,8
2134,treiben,8
2135,wurzel,8
2136,türch,8
2137,schütteln,8
2138,brennt,8
2139,nämlich,8
2140,schenkt,8
2141,ärmel,8
2142,wen,8
2143,brav,8
2144,vors,8
2145,kreuzhacke,8
2146,köstlichen,8
2147,erd,8
2148,lehre,8
2149,schenke,8
2150,goldesel,8
2151,sparen,8
2152,verkriechen,8
2153,wirs,8
2154,leis,8
2155,glut,8
2156,kraut,8
2157,kartoffel,8
2158,kriegten,8
2159,monat,8
2160,benichen,8
2161,bindt,8
2162,vörn,8
2163,schöön,8
2164,vagel,8
2165,blitz,8
2166,hinausgehen,8
2167,säbel,8
2168,schleppen,8
2169,bettelmann,8
2170,wegnehmen,8
2171,bergen,8
2172,zwergen,8
2173,teile,8
2174,iß,8
2175,meinetwegen,8
2176,nuß,8
2177,bessern,8
2178,erging,8
2179,strecke,8
2180,steig,8
2181,stieg,8
2182,berührte,8
2183,schätzen,8
2184,drücken,8
2185,min,8
2186,maß,8
2187,geb,8
2188,wieviel,8
2189,ältesen,8
2190,eier,8
2191,vermählen,8
2192,hündchen,8
2193,fräulein,8
2194,zaum,8
2195,schlosses,8
2196,trieben,8
2197,viertel,8
2198,wunder,8
2199,einsiedler,8
2200,eig,8
2201,königstöchter,8
2202,befand,8
2203,krangen,8
2204,muader,8
2205,oda,8
2206,sunst,8
2207,nacha,8
2208,kummer,8
2209,wählen,8
2210,storch,8
2211,dudelsack,8
2212,schuß,8
2213,reisen,8
2214,finsternis,8
2215,veitli,8
2216,grind,8
2217,scheuer,8
2218,pfriem,8
2219,wange,8
2220,rinkrank,8
2221,trage,7
2222,bettlein,7
2223,fürchtest,7
2224,krachte,7
2225,trauen,7
2226,nötigen,7
2227,paten,7
2228,pfoten,7
2229,übergeben,7
2230,englein,7
2231,apostel,7
2232,aufmachen,7
2233,hineingehen,7
2234,bund,7
2235,einöde,7
2236,nahrung,7
2237,landes,7
2238,verfolgen,7
2239,sprache,7
2240,verurteilt,7
2241,gruselt,7
2242,beschlagen,7
2243,obe,7
2244,gegenüber,7
2245,weggehen,7
2246,spitzbuben,7
2247,gottlose,7
2248,streichen,7
2249,sinne,7
2250,landstraße,7
2251,hieren,7
2252,abschneiden,7
2253,vergehen,7
2254,kissen,7
2255,schornstein,7
2256,umsah,7
2257,jetzen,7
2258,reichtümer,7
2259,frißt,7
2260,weigern,7
2261,sechste,7
2262,schnarchte,7
2263,zwirn,7
2264,pflegevater,7
2265,erblickt,7
2266,grabe,7
2267,erbe,7
2268,ohnmächtig,7
2269,erstemal,7
2270,pech,7
2271,verbrennt,7
2272,steinerne,7
2273,bestrich,7
2274,heil,7
2275,voran,7
2276,geschlachtet,7
2277,zuviel,7
2278,zuteil,7
2279,schatzkammer,7
2280,wunderlicher,7
2281,wiederkomme,7
2282,erhob,7
2283,gibts,7
2284,kräuter,7
2285,angefangen,7
2286,angezündet,7
2287,todes,7
2288,übermütig,7
2289,stecknadel,7
2290,nähnadel,7
2291,auftragen,7
2292,brünnlein,7
2293,rehch,7
2294,einschlief,7
2295,sprich,7
2296,ersticken,7
2297,herzlich,7
2298,getrauen,7
2299,wochen,7
2300,schönst,7
2301,dornen,7
2302,wanderte,7
2303,nagel,7
2304,wehen,7
2305,küchenjunge,7
2306,bettchen,7
2307,sonntag,7
2308,faulheit,7
2309,ewig,7
2310,kinn,7
2311,bücken,7
2312,verging,7
2313,irr,7
2314,pfannkuchen,7
2315,sperrte,7
2316,ställch,7
2317,mag,7
2318,hilf,7
2319,öffnung,7
2320,küßen,7
2321,steg,7
2322,übrigen,7
2323,flucht,7
2324,achte,7
2325,krankheit,7
2326,entgehen,7
2327,eilten,7
2328,früher,7
2329,handeln,7
2330,verdienten,7
2331,berühmt,7
2332,bedachte,7
2333,straßen,7
2334,gewähren,7
2335,hirse,7
2336,schüttete,7
2337,brei,7
2338,bedanken,7
2339,versehen,7
2340,blasen,7
2341,Willst,7
2342,zumute,7
2343,brauste,7
2344,tapf,7
2345,gipfel,7
2346,umsehen,7
2347,fertigen,7
2348,horn,7
2349,kittel,7
2350,staub,7
2351,köpfchen,7
2352,schüttel,7
2353,hau,7
2354,finst,7
2355,erraten,7
2356,entstehen,7
2357,befinden,7
2358,ungeduldig,7
2359,zwerglein,7
2360,schrei,7
2361,wecken,7
2362,schelm,7
2363,eintreten,7
2364,worauf,7
2365,ellermutter,7
2366,stange,7
2367,abhauen,7
2368,bote,7
2369,ankunft,7
2370,hirschkuh,7
2371,speck,7
2372,kostbar,7
2373,weinst,7
2374,durstig,7
2375,eigenschaft,7
2376,geradeso,7
2377,breitete,7
2378,dukaten,7
2379,hieß,7
2380,zuleid,7
2381,karren,7
2382,schlüpfte,7
2383,unterirdisch,7
2384,faßten,7
2385,ernst,7
2386,denselb,7
2387,sense,7
2388,koche,7
2389,wecke,7
2390,leder,7
2391,nähen,7
2392,zuliebe,7
2393,zersprang,7
2394,vornen,7
2395,pfanne,7
2396,schmuck,7
2397,pate,7
2398,riefs,7
2399,gabe,7
2400,spur,7
2401,marlenchen,7
2402,Kiwitt,7
2403,sing,7
2404,sultan,7
2405,völlig,7
2406,hätten,7
2407,tröste,7
2408,vermählung,7
2409,tausendmal,7
2410,heißt,7
2411,unsern,7
2412,giftig,7
2413,bäuerin,7
2414,abgehauen,7
2415,verwundert,7
2416,hacke,7
2417,habs,7
2418,jüngsen,7
2419,wächst,7
2420,zugemüs,7
2421,Fragte,7
2422,ausgegangen,7
2423,Darum,7
2424,ehre,7
2425,tiefe,7
2426,teppich,7
2427,dochen,7
2428,rübe,7
2429,bräutigams,7
2430,tritt,7
2431,gaudieben,7
2432,dreißig,7
2433,jorinde,7
2434,joringel,7
2435,hütch,7
2436,stacheln,7
2437,dankt,7
2438,wanderer,7
2439,tät,7
2440,roß,7
2441,furche,7
2442,köpfen,7
2443,gläserne,7
2444,schläfst,7
2445,stromberg,7
2446,gnädig,7
2447,krangs,7
2448,vader,7
2449,bruader,7
2450,s,7
2451,do,7
2452,no,7
2453,nit,7
2454,brummen,7
2455,habicht,7
2456,ungetreu,7
2457,katrinelje,7
2458,un,7
2459,adler,7
2460,ulrich,7
2461,vollmond,7
2462,kirchentür,7
2463,kühlen,6
2464,versprichst,6
2465,getraute,6
2466,traurigkeit,6
2467,abholen,6
2468,bricht,6
2469,band,6
2470,wurde,6
2471,heimkam,6
2472,weißes,6
2473,jawohl,6
2474,fresse,6
2475,schonen,6
2476,satz,6
2477,Siehst,6
2478,holzhacker,6
2479,gebot,6
2480,lügen,6
2481,schutz,6
2482,wiedergeben,6
2483,töchterlein,6
2484,folge,6
2485,ringsumher,6
2486,besuch,6
2487,umdrehte,6
2488,fassen,6
2489,fünfzig,6
2490,frieren,6
2491,weitern,6
2492,stillen,6
2493,schade,6
2494,tageslicht,6
2495,Schon,6
2496,verwünschten,6
2497,au,6
2498,weilchen,6
2499,arg,6
2500,hopp,6
2501,stärk,6
2502,winkte,6
2503,gehn,6
2504,amboß,6
2505,vetter,6
2506,streu,6
2507,heimgekommen,6
2508,rachen,6
2509,ungetüm,6
2510,sucht,6
2511,gottlosen,6
2512,aneinander,6
2513,sinds,6
2514,getreuester,6
2515,aufging,6
2516,schöneres,6
2517,schwerem,6
2518,laden,6
2519,schöpfte,6
2520,forttragen,6
2521,hingeben,6
2522,schwingen,6
2523,ergreifen,6
2524,gefeiert,6
2525,wenden,6
2526,bleich,6
2527,getrieb,6
2528,weitemen,6
2529,vierundzwanzig,6
2530,wärt,6
2531,verlaß,6
2532,winkel,6
2533,rechtes,6
2534,verlauf,6
2535,geduldig,6
2536,weih,6
2537,eichbaum,6
2538,biegen,6
2539,bäumch,6
2540,füchslein,6
2541,knoten,6
2542,brud,6
2543,schnur,6
2544,rache,6
2545,schild,6
2546,wacht,6
2547,eiche,6
2548,rächen,6
2549,gewissen,6
2550,überreden,6
2551,senken,6
2552,tüchtig,6
2553,herrschaft,6
2554,packten,6
2555,schleichen,6
2556,moos,6
2557,sammeln,6
2558,schließ,6
2559,spüren,6
2560,untergehen,6
2561,kammerfrau,6
2562,pflegte,6
2563,weder,6
2564,alte,6
2565,paarmal,6
2566,witwe,6
2567,darf,6
2568,herzeleid,6
2569,antun,6
2570,fluß,6
2571,hacken,6
2572,zurückkam,6
2573,wachst,6
2574,schwang,6
2575,mutt,6
2576,herkommen,6
2577,rad,6
2578,glänzten,6
2579,bleibst,6
2580,klopften,6
2581,laib,6
2582,bleibt,6
2583,Kommt,6
2584,aufhängen,6
2585,anzünden,6
2586,backofen,6
2587,stoß,6
2588,heulen,6
2589,stürzten,6
2590,lauft,6
2591,sieg,6
2592,dalag,6
2593,berührt,6
2594,meldete,6
2595,sonnenstrahlen,6
2596,teilten,6
2597,alter,6
2598,dorfe,6
2599,bohne,6
2600,fischerhütte,6
2601,ruf,6
2602,timpe,6
2603,ilsebill,6
2604,obst,6
2605,wände,6
2606,zeug,6
2607,inwendig,6
2608,häuser,6
2609,dran,6
2610,stärke,6
2611,abweisen,6
2612,käs,6
2613,fasste,6
2614,spitzen,6
2615,aufgewacht,6
2616,aufschlug,6
2617,besonder,6
2618,totschlagen,6
2619,schlägst,6
2620,hiebe,6
2621,daher,6
2622,genugen,6
2623,wildschwein,6
2624,trost,6
2625,lass,6
2626,anschlag,6
2627,garstig,6
2628,silbern,6
2629,mädch,6
2630,weggenommen,6
2631,birnen,6
2632,schuck,6
2633,verstorben,6
2634,vorsichtig,6
2635,mörder,6
2636,umbringen,6
2637,werk,6
2638,schlug,6
2639,schliefe,6
2640,hoffen,6
2641,wahrzeichen,6
2642,bestürzt,6
2643,meinigen,6
2644,apfelbaum,6
2645,stühlch,6
2646,geschenk,6
2647,laben,6
2648,schule,6
2649,zumut,6
2650,schnarchen,6
2651,pelz,6
2652,wehte,6
2653,spinne,6
2654,unserer,6
2655,findest,6
2656,winde,6
2657,ratschlagten,6
2658,insgesamt,6
2659,herauskam,6
2660,eingang,6
2661,vorschein,6
2662,gelegt,6
2663,besten,6
2664,bescheren,6
2665,verirren,6
2666,anstellen,6
2667,mild,6
2668,ohrfeige,6
2669,glücken,6
2670,Läuschen,6
2671,besench,6
2672,zerbrechen,6
2673,sage,6
2674,wütend,6
2675,standen,6
2676,liebte,6
2677,ruhte,6
2678,mitsamt,6
2679,silbernen,6
2680,machs,6
2681,Adies,6
2682,han,6
2683,kanne,6
2684,ehr,6
2685,besehen,6
2686,glänzenden,6
2687,ziegen,6
2688,sprüngen,6
2689,bricklebrit,6
2690,hinkam,6
2691,bezahlte,6
2692,brauch,6
2693,erwerben,6
2694,hättens,6
2695,verständig,6
2696,bemerken,6
2697,siehen,6
2698,ringen,6
2699,saub,6
2700,nackt,6
2701,klopfen,6
2702,dankbar,6
2703,hinweg,6
2704,mondschein,6
2705,korbes,6
2706,heilte,6
2707,oho,6
2708,fülle,6
2709,dampf,6
2710,schnallte,6
2711,marlench,6
2712,abgeschlagen,6
2713,marlenich,6
2714,klappe,6
2715,hecke,6
2716,paßte,6
2717,behandeln,6
2718,hemdchen,6
2719,schwäne,6
2720,betten,6
2721,angerührt,6
2722,unterm,6
2723,förster,6
2724,grausam,6
2725,spott,6
2726,vieren,6
2727,krumm,6
2728,almosen,6
2729,stell,6
2730,körbe,6
2731,hirschfänger,6
2732,farbe,6
2733,geflochten,6
2734,schnürte,6
2735,ehren,6
2736,haspel,6
2737,schnurr,6
2738,nuren,6
2739,wurden,6
2740,festhalten,6
2741,grub,6
2742,herausbringen,6
2743,tus,6
2744,holla,6
2745,gickelinge,6
2746,hutzeln,6
2747,tau,6
2748,sprachs,6
2749,rüben,6
2750,ähnlich,6
2751,jägerei,6
2752,wölfe,6
2753,trennen,6
2754,untier,6
2755,zuckerwerk,6
2756,leut,6
2757,mundschenk,6
2758,getier,6
2759,schaff,6
2760,zweitens,6
2761,hineinsetzen,6
2762,blauen,6
2763,schwammen,6
2764,grob,6
2765,Mitten,6
2766,weben,6
2767,außen,6
2768,hochzeitsleute,6
2769,vorzimmer,6
2770,jan,6
2771,vögelchen,6
2772,zuweilen,6
2773,gewöhnt,6
2774,hitze,6
2775,ball,6
2776,vorwärts,6
2777,hinauskam,6
2778,gevatterin,6
2779,schmiede,6
2780,klumpen,6
2781,sau,6
2782,lindwurm,6
2783,zauberer,6
2784,geschmeide,6
2785,pflug,6
2786,erdboden,6
2787,schiffch,6
2788,gucken,6
2789,mörsel,6
2790,sollts,6
2791,dö,6
2792,predigen,6
2793,z,6
2794,gsund,6
2795,Wies,6
2796,tom,6
2797,kehrdreck,6
2798,ungeheuer,6
2799,Hierauf,6
2800,nadeln,6
2801,wachs,6
2802,lichtch,6
2803,christoph,6
2804,arbeiter,6
2805,räthsel,6
2806,fürchtet,6
2807,hm,6
2808,lauten,6
2809,schwerter,6
2810,schande,6
2811,äpfeln,6
2812,pif,6
2813,paf,6
2814,poltrie,6
2815,malcho,6
2816,hohenstolz,6
2817,käsetraut,6
2818,mi,6
2819,dat,6
2820,hinübertragen,6
2821,knüttel,6
2822,to,6
2823,eva,6
2824,meisterdieb,6
2825,wunschring,6
2826,brennesselbusch,6
2827,spielwerk,5
2828,tellerlein,5
2829,heb,5
2830,wider,5
2831,bespannt,5
2832,heinrich,5
2833,erlösung,5
2834,freundschaft,5
2835,gemeinschaftlich,5
2836,geradewegs,5
2837,dreizehnte,5
2838,wildnis,5
2839,dicht,5
2840,regnete,5
2841,herbst,5
2842,verflossen,5
2843,verleihen,5
2844,aufgemacht,5
2845,umgebracht,5
2846,wobei,5
2847,bewegte,5
2848,glocke,5
2849,herbeigelaufen,5
2850,erleben,5
2851,ringsherum,5
2852,miau,5
2853,streckten,5
2854,glühenden,5
2855,greulich,5
2856,wiedergekommen,5
2857,zutun,5
2858,vorgespannt,5
2859,schwelle,5
2860,geweißen,5
2861,fürchterlich,5
2862,raus,5
2863,geiß,5
2864,mehl,5
2865,hereinkam,5
2866,langes,5
2867,schluckte,5
2868,scherbe,5
2869,stecke,5
2870,sechse,5
2871,bückte,5
2872,liebster,5
2873,raten,5
2874,goldes,5
2875,schürzch,5
2876,schloßhof,5
2877,freudig,5
2878,fern,5
2879,geburt,5
2880,gerettet,5
2881,zugrunde,5
2882,aufsetzen,5
2883,eilends,5
2884,kniete,5
2885,erholen,5
2886,liebstes,5
2887,häupter,5
2888,hereintrat,5
2889,schuldig,5
2890,beiseite,5
2891,widerfahren,5
2892,pack,5
2893,angehört,5
2894,borgen,5
2895,erschallte,5
2896,beil,5
2897,buben,5
2898,särge,5
2899,drein,5
2900,gemüs,5
2901,begegneten,5
2902,Komm,5
2903,hohlen,5
2904,rehchen,5
2905,beeren,5
2906,rehlein,5
2907,sprüchlein,5
2908,pflegen,5
2909,haube,5
2910,flechten,5
2911,nimmst,5
2912,verabredeten,5
2913,deuchte,5
2914,wasch,5
2915,zieh,5
2916,verhungern,5
2917,grüßte,5
2918,bekamen,5
2919,schweiß,5
2920,schlüge,5
2921,offenbaren,5
2922,daumen,5
2923,schauten,5
2924,vergiß,5
2925,richtete,5
2926,garstigen,5
2927,Gretel,5
2928,Hänsel,5
2929,aufgegangen,5
2930,reisig,5
2931,aufgestiegen,5
2932,herausfinden,5
2933,gerieten,5
2934,schneeweiß,5
2935,häuslein,5
2936,scheibe,5
2937,wackelte,5
2938,boshaft,5
2939,flossen,5
2940,herauskommen,5
2941,mächtigen,5
2942,nagen,5
2943,fügen,5
2944,unglücklichen,5
2945,sorgfältig,5
2946,fahrt,5
2947,beweisen,5
2948,schlafenden,5
2949,fischte,5
2950,tötete,5
2951,sättigen,5
2952,gesetzt,5
2953,anbruch,5
2954,rauch,5
2955,vorschlag,5
2956,keck,5
2957,zerbrach,5
2958,wohnten,5
2959,pauken,5
2960,trompete,5
2961,hofstaat,5
2962,trommel,5
2963,knien,5
2964,hose,5
2965,Draußen,5
2966,ärgerlich,5
2967,wams,5
2968,erschlagen,5
2969,freiheit,5
2970,stückchen,5
2971,baums,5
2972,gerte,5
2973,garaus,5
2974,lasen,5
2975,zanken,5
2976,aufeinander,5
2977,ausgerissen,5
2978,held,5
2979,einhorn,5
2980,umstand,5
2981,zähnen,5
2982,traume,5
2983,fortführen,5
2984,messe,5
2985,reis,5
2986,stößen,5
2987,rückweg,5
2988,anstellte,5
2989,schmutz,5
2990,stolzen,5
2991,vorig,5
2992,kletterte,5
2993,hingekommen,5
2994,wendete,5
2995,quoll,5
2996,schemel,5
2997,unterkommen,5
2998,bratwurst,5
2999,käme,5
3000,langen,5
3001,besinnung,5
3002,aufgetan,5
3003,kikeriki,5
3004,schrie,5
3005,abgehen,5
3006,schöpfen,5
3007,gottlos,5
3008,eigentlich,5
3009,unschuldige,5
3010,rieche,5
3011,eingehen,5
3012,Rotkäppchen,5
3013,viertelstunde,5
3014,listig,5
3015,anlegen,5
3016,unverdrossen,5
3017,bremen,5
3018,verstehst,5
